candidateId,action,type,region,city,name,address,phone,website,googleMapsUri,businessStatus,possibleProviderIds,duplicateSignals,reviewReasons
google-place-chijv4ydix9gdw0rh4brql8kqdo,corroborate_existing_provider,gp,Auckland,Mount Roskill,Healthcare Roskill South,"1259 Dominion Road, Mount Roskill, Auckland 1041",09 620 8573,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/healthcare-roskill-south/,https://maps.google.com/?cid=15756136587866505247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-healthcare-roskill-south-36-9212-174-7355,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-healthcare-roskill-south-36-9212-174-7355; Google Places result is 0 km from the query centre.; possible existing provider match: gp-healthcare-roskill-south-36-9212-174-7355"
google-place-chijt0l6dt9fdw0riimvxlnyz18,corroborate_existing_provider,gp,Auckland,Hillsborough,Hillside Medical Centre Hillsborough,"711 Richardson Road, Hillsborough, Auckland 1042",09 625 9068,http://www.healthpoint.co.nz/doctors/gp/hillside-medical-centre/,https://maps.google.com/?cid=6903974632126096162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-hillside-medical-centre-36-9261-174-7493,phone; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-hillside-medical-centre-36-9261-174-7493; Google Places result is 0 km from the query centre.; possible existing provider match: gp-hillside-medical-centre-36-9261-174-7493"
google-place-chijyxylys5ldw0ru1k4dlqeaua,corroborate_existing_provider,gp,Auckland,Howick,Howick Medical Practice,"128 Picton Street, Howick, Manukau 2014",09 535 1610,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/howick-medical-practice/,https://maps.google.com/?cid=16141468775256447315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-howick-medical-practice-36-8952-174-9335,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-howick-medical-practice-36-8952-174-9335; Google Places result is 0 km from the query centre.; possible existing provider match: gp-howick-medical-practice-36-8952-174-9335"
google-place-chijas4cp8lddw0rrrojv8sqgio,corroborate_existing_provider,gp,Auckland,Parnell,Integrated Medical Centre,"170 Parnell Road, Parnell, Auckland 1052",09 817 6772,,https://maps.google.com/?cid=3033755766265287597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-integrated-medical-centre-36-8505-174-7750,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-integrated-medical-centre-36-8505-174-7750; Google Places result is 0.6 km from the query centre.; possible existing provider match: gp-integrated-medical-centre-36-8505-174-7750"
google-place-chijbsiqlephdw0rvvqmgb-eg60,corroborate_existing_provider,gp,Auckland,Newton,K'ROAD MEDICAL CENTRE,"345 Karangahape Road, Auckland 1010",09 373 5041,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/k-road-medical-centre/,https://maps.google.com/?cid=12503052630081950805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-k-road-medical-centre-36-8579-174-7572,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-k-road-medical-centre-36-8579-174-7572; Google Places result is 0 km from the query centre.; possible existing provider match: gp-k-road-medical-centre-36-8579-174-7572"
google-place-chij8zbo6flodw0r8yx21nedbz4,corroborate_existing_provider,gp,Auckland,Māngere East,Mangere East Medical Centre,"359 Massey Road, Māngere East, Auckland 2024",09 275 8587,http://www.healthpoint.co.nz/doctors/gp/mangere-east-medical-centre/,https://maps.google.com/?cid=4469545354936093937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-m-ngere-east-medical-centre-36-9665-174-8251,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-dr-k-magan-surgery-36-9661-174-8259; target GP source-corroboration provider: gp-m-ngere-east-medical-centre-36-9665-174-8251; Google Places result is 0 km from the query centre.; possible existing provider match: gp-m-ngere-east-medical-centre-36-9665-174-8251"
google-place-chijyth0grhndw0r1quls32srnm,corroborate_existing_provider,gp,Auckland,Manukau,Manukau Family Doctors,"597 Great South Road, Manukau City Centre, Auckland 2104",09 277 5777,,https://maps.google.com/?cid=8335761027136988630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-manukau-family-doctors-36-9841-174-8785,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-manukau-family-doctors-36-9841-174-8785; Google Places result is 0 km from the query centre.; possible existing provider match: gp-manukau-family-doctors-36-9841-174-8785"
google-place-chij194bz-zgdw0rqtlh6fyakvm,corroborate_existing_provider,gp,Auckland,Mount Albert,Mount Albert Medical Centre,"986 New North Road, Mount Albert, Auckland 1025",09 846 7493,https://www.mtalbertmedical.co.nz/,https://maps.google.com/?cid=6021735313295137194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-mt-albert-medical-centre-36-8856-174-7142,phone; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-assist-healthcare-36-8844-174-7164; target GP source-corroboration provider: gp-mt-albert-medical-centre-36-8856-174-7142; Google Places result is 0 km from the query centre.; possible existing provider match: gp-mt-albert-medical-centre-36-8856-174-7142"
google-place-chijzxgeiadbdg0rtwtvndrzaus,corroborate_existing_provider,gp,Auckland,Matakana,My Doctor,"985 Matakana Road, Matakana 0985",09 553 4600,https://my-doctor.co.nz/,https://maps.google.com/?cid=16934195631362501453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-my-doctor-limited-36-8533-174-7863; gp-my-doctor-matakana-36-3534-174-7167,website-domain; phone,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-my-doctor-matakana-36-3534-174-7167; Google Places result is 0 km from the query centre.; possible existing provider match: gp-my-doctor-limited-36-8533-174-7863, gp-my-doctor-matakana-36-3534-174-7167"
google-place-chijvrpmmephdw0rf9lgpyffffw,corroborate_existing_provider,gp,Auckland,Newton,Newton Medical Centre,"353 Karangahape Road, Auckland CBD, Auckland 1010",09 309 6871,http://www.healthpoint.co.nz/doctors/gp/newton-medical-centre/,https://maps.google.com/?cid=6635004160129815063&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-newton-medical-centre-36-8580-174-7570,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-newton-medical-centre-36-8580-174-7570; Google Places result is 0 km from the query centre.; possible existing provider match: gp-newton-medical-centre-36-8580-174-7570"
google-place-chijhx0dmum4dw0rtxl6y3tdtfm,corroborate_existing_provider,gp,Auckland,Northcote,Northcote Point Doctors,"73 Onewa Road, Northcote, Auckland 0627",09 480 9309,,https://maps.google.com/?cid=6002246600615424589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-northcote-point-doctors-36-8104-174-7418,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-northcote-point-doctors-36-8104-174-7418; Google Places result is 0 km from the query centre.; possible existing provider match: gp-northcote-point-doctors-36-8104-174-7418"
google-place-chijv2zi8ljidw0rpxkjjrfjklg,corroborate_existing_provider,gp,Auckland,Onehunga,Onehunga Family Medical Centre,"161 Onehunga Mall, Onehunga, Auckland 1061",09 636 6267,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/onehunga-family-medical-centre,https://maps.google.com/?cid=6382385412144960167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-onehunga-family-medical-centre-36-9235-174-7856,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-onehunga-family-medical-centre-36-9235-174-7856; Google Places result is 0 km from the query centre.; possible existing provider match: gp-onehunga-family-medical-centre-36-9235-174-7856"
google-place-chijbydburlodw0rebmr-0vl0lg,corroborate_existing_provider,gp,Auckland,Ōtāhuhu,Otahuhu Family Doctors,"29 Mason Avenue, Ōtāhuhu, Auckland 1062",09 276 1339,https://www.healthpoint.co.nz/doctors/general-practitioner/dr-weng-key-chan/,https://maps.google.com/?cid=6400260784394017040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-t-huhu-family-doctors-36-9441-174-8406,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-t-huhu-family-doctors-36-9441-174-8406; Google Places result is 0 km from the query centre.; possible existing provider match: gp-t-huhu-family-doctors-36-9441-174-8406"
google-place-chijjvzkydfbdw0rly8qzsi9ruw,corroborate_existing_provider,gp,Auckland,Henderson,Palomino Medical Centre,"138 Sturges Road, Henderson, Auckland 0612",09 836 4898,http://www.palominomedical.co.nz/,https://maps.google.com/?cid=5525280988001767317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-palomino-medical-centre-36-8830-174-6152,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-palomino-medical-centre-36-8830-174-6152; Google Places result is 0 km from the query centre.; possible existing provider match: gp-palomino-medical-centre-36-8830-174-6152"
google-place-chijl80munrsdw0rpldsq18tae0,corroborate_existing_provider,gp,Auckland,Papakura,Papakura Family Medicine Clinic,"74 Great South Road, Papakura, Auckland 2110",09 298 6378,http://www.pfmc.co.nz/,https://maps.google.com/?cid=5577758025672996772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-papakura-family-doctors-37-0569-174-9395,phone; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-papakura-family-doctors-37-0569-174-9395; Google Places result is 0 km from the query centre.; possible existing provider match: gp-papakura-family-doctors-37-0569-174-9395"
google-place-chijl7oxea1idw0rcngsjskvrjq,corroborate_existing_provider,gp,Auckland,Parnell,Parnell Family Doctors,"41 Birdwood Crescent, Parnell, Auckland 1052",09 377 3362,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/parnell-family-doctor-1/,https://maps.google.com/?cid=10712960881822298378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-parnell-family-doctor-36-8594-174-7820,phone; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-parnell-family-doctor-36-8594-174-7820; target GP source-corroboration provider: gp-parnell-medical-centre-36-8523-174-7861; Google Places result is 0 km from the query centre.; possible existing provider match: gp-parnell-family-doctor-36-8594-174-7820"
google-place-chijc7cgxhbidw0rfxxh0bq3vle,corroborate_existing_provider,gp,Auckland,Parnell,Parnell Medical Centre,"82B Gladstone Road, Parnell, Auckland 1052",09 377 4427,http://www.parnellmedical.co.nz/,https://maps.google.com/?cid=12807313453339450495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-parnell-medical-centre-36-8523-174-7861,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-parnell-family-doctor-36-8594-174-7820; target GP source-corroboration provider: gp-parnell-medical-centre-36-8523-174-7861; Google Places result is 0 km from the query centre.; possible existing provider match: gp-parnell-medical-centre-36-8523-174-7861"
google-place-chijlfgblcrsdw0rasljhqbvris,corroborate_existing_provider,gp,Auckland,Weymouth,Pasefika Family Health Group Weymouth Medical Centre,"5 Waimahia Avenue, Weymouth, Auckland 2103",0800 332 203,https://pasefikahealth.co.nz/,https://maps.google.com/?cid=3147575923073861890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-pasefika-family-health-group-king-street-medical-centre-36-9826-174-8660; gp-pasefika-family-health-group-queens-road-medical-centre-36-9003-174-8561; gp-pasefika-family-health-group-roscommon-road-medical-centre-37-0332-174-8692; gp-pasefika-family-health-group-weymouth-medical-centre-37-0430-174-8656,website-domain; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-pasefika-family-health-group-weymouth-medical-centre-37-0430-174-8656; Google Places result is 0 km from the query centre.; possible existing provider match: gp-pasefika-family-health-group-king-street-medical-centre-36-9826-174-8660, gp-pasefika-family-health-group-queens-road-medical-centre-36-9003-174-8561, gp-pasefika-family-health-group-roscommon-road-medical-centre-37-0332-174-8692, gp-pasefika-family-health-group-weymouth-medical-centre-37-0430-174-8656"
google-place-chija6edxsbjdw0rjkzoqfbz2mm,corroborate_existing_provider,gp,Auckland,Penrose,Penrose Clinic,"766 Great South Road, Penrose, Auckland 1061",09 579 4784,https://www.healthpoint.co.nz/doctors/gp/penrose-clinic/,https://maps.google.com/?cid=7195190830404511372&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-penrose-clinic-36-9103-174-8170,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-penrose-clinic-36-9103-174-8170; Google Places result is 0 km from the query centre.; possible existing provider match: gp-penrose-clinic-36-9103-174-8170"
google-place-chij5qm7rj1wbw0rrexdepzafok,corroborate_existing_provider,gp,Auckland,Pōkeno,Pokeno Family Health,"31 Great South Road, Pokeno, Pokeno, Auckland 2402",09 558 1294,https://pokenofamilyhealth.co.nz/,https://maps.google.com/?cid=16795119925411966125&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-p-keno-family-health-37-2474-175-0240,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-p-keno-family-health-37-2474-175-0240; Google Places result is 0 km from the query centre.; possible existing provider match: gp-p-keno-family-health-37-2474-175-0240"
google-place-chijh7j-r9lndw0rmo2dwqzjbaq,corroborate_existing_provider,gp,Auckland,Papatoetoe,Puhinui Medical Centre,"149 Puhinui Road, Papatoetoe, Puhinui 2104",09 278 7733,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/puhinui-medical-centre/,https://maps.google.com/?cid=11818962364984585624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-puhinui-medical-centre-36-9871-174-8606,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-puhinui-medical-centre-36-9871-174-8606; Google Places result is 0 km from the query centre.; possible existing provider match: gp-puhinui-medical-centre-36-9871-174-8606"
google-place-chijiwronjkqem0rbghs5cnubbk,corroborate_existing_provider,gp,Auckland,Pukekohe,Pukekohe Family Doctors,"12 Glasgow Road, Pukekohe 2120",09 238 6696,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/pukekohe-family-doctors-1/,https://maps.google.com/?cid=13332184059555348742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-pukekohe-family-doctors-gp-37-2078-174-9083,phone,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-pukekohe-family-doctors-gp-37-2078-174-9083; Google Places result is 0 km from the query centre.; possible existing provider match: gp-pukekohe-family-doctors-gp-37-2078-174-9083"
google-place-chij170l8bxodw0r8qiic6u927e,corroborate_existing_provider,gp,Auckland,Ōtāhuhu,Queen St Medical Centre,"31 Queen Street, Ōtāhuhu, Auckland 1062",09 276 5566,,https://maps.google.com/?cid=12815904943686985970&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-queen-street-medical-centre-36-9463-174-8442,phone; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-queen-street-medical-centre-36-9463-174-8442; Google Places result is 0 km from the query centre.; possible existing provider match: gp-queen-street-medical-centre-36-9463-174-8442"
google-place-chijx02k2s5gdw0rrcuohladimo,corroborate_existing_provider,gp,Auckland,Avondale,Rosebank Road Medical Services,"65 Rosebank Road, Avondale, Auckland 1026",09 828 8237,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/rosebank-road-medical-services-ltd/,https://maps.google.com/?cid=14564786013102590893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-rosebank-road-medical-services-ltd-36-8944-174-6968,phone; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-rosebank-road-medical-services-ltd-36-8944-174-6968; Google Places result is 0 km from the query centre.; possible existing provider match: gp-rosebank-road-medical-services-ltd-36-8944-174-6968"
google-place-chijgza24anhdw0rxa7nfxismi0,corroborate_existing_provider,gp,Auckland,Grey Lynn,Surrey Medical Centre,"26 Surrey Crescent, Grey Lynn, Auckland 1021",09 376 4658,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/surrey-medical-centre/,https://maps.google.com/?cid=3285958748783054532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-surrey-medical-centre-36-8637-174-7368,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-surrey-medical-centre-36-8637-174-7368; Google Places result is 0 km from the query centre.; possible existing provider match: gp-surrey-medical-centre-36-8637-174-7368"
google-place-chijcc9dppzadw0ra2ft97lr5rw,corroborate_existing_provider,gp,Auckland,Te Atatū South,Teo Medical Care,"296 Te Atatu Road, Te Atatū South, Auckland 0610",09 834 7670,,https://maps.google.com/?cid=13611797490367817475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-teo-medical-care-36-8624-174-6488,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-teo-medical-care-36-8624-174-6488; Google Places result is 0 km from the query centre.; possible existing provider match: gp-teo-medical-care-36-8624-174-6488"
google-place-chijptsvpe5pdw0ruo5jxc0r6uq,corroborate_existing_provider,gp,Auckland,Auckland Airport,The Airport Doctors,"Auckland Airport 3/400 George Bolt Memorial Drive, Māngere, Auckland 2022",09 256 8655,https://form.jotform.com/240162364571048,https://maps.google.com/?cid=4965519637883776592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-airport-doctors-36-9962-174-7882,phone,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-airport-doctors-36-9962-174-7882; Google Places result is 0 km from the query centre.; possible existing provider match: gp-airport-doctors-36-9962-174-7882"
google-place-chija79pjehhdw0rw6-kml-jhby,corroborate_existing_provider,gp,Auckland,Auckland,The Auckland City Doctors,"415 Queen Street, CBD, Auckland 1010",09 280 3555,http://www.akcitydoc.co.nz/,https://maps.google.com/?cid=13152168286563774403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-the-auckland-city-doctors-36-8570-174-7616,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-the-auckland-city-doctors-36-8570-174-7616; Google Places result is 0 km from the query centre.; possible existing provider match: gp-the-auckland-city-doctors-36-8570-174-7616"
google-place-chijg2al6dsscm0rdo141regody,corroborate_existing_provider,gp,Auckland,Papakura,The Wood Street Doctors,"48 Wood Street, Papakura, Auckland 2110",09 299 8194,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/the-wood-street-doctors/,https://maps.google.com/?cid=3907020113667747188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-the-wood-street-doctors-37-0648-174-9415,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-the-wood-street-doctors-37-0648-174-9415; Google Places result is 0 km from the query centre.; possible existing provider match: gp-the-wood-street-doctors-37-0648-174-9415"
