"taskId","providerId","name","priority","region","city","address","phone","website","missingFields","source","sourceQuality","importSource","reviewReason","suggestedSearches"
"gp-corroborate:gp-puhinui-medical-centre-36-9871-174-8606","gp-puhinui-medical-centre-36-9871-174-8606","Puhinui Medical Centre","medium","Auckland","Papatoetoe","149 Puhinui Road, Papatoetoe, Auckland 2104","(09) 278 7733","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Puhinui Medical Centre"" ""Papatoetoe"" GP NZ; ""Puhinui Medical Centre"" ""149 Puhinui Road, Papatoetoe, Auckland 2104""; ""(09) 278 7733"" ""Puhinui Medical Centre""; site:healthpoint.co.nz ""Puhinui Medical Centre"" ""Papatoetoe""; site:health.govt.nz ""Puhinui Medical Centre"" ""Papatoetoe""; ""Puhinui Medical Centre"" ""Papatoetoe"" ""medical centre"" NZ"
"gp-corroborate:gp-integrated-medical-centre-36-8505-174-7750","gp-integrated-medical-centre-36-8505-174-7750","Integrated Medical Centre","medium","Auckland","Parnell","3/170 Parnell Road, Parnell, Auckland 1053","(09) 817 6772","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Integrated Medical Centre"" ""Parnell"" GP NZ; ""Integrated Medical Centre"" ""3/170 Parnell Road, Parnell, Auckland 1053""; ""(09) 817 6772"" ""Integrated Medical Centre""; site:healthpoint.co.nz ""Integrated Medical Centre"" ""Parnell""; site:health.govt.nz ""Integrated Medical Centre"" ""Parnell""; ""Integrated Medical Centre"" ""Parnell"" ""medical centre"" NZ"
"gp-corroborate:gp-parnell-family-doctor-36-8594-174-7820","gp-parnell-family-doctor-36-8594-174-7820","Parnell Family Doctor","medium","Auckland","Parnell","41 Birdwood Crescent, Parnell, Auckland 1052","(09) 377 3362","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Parnell Family Doctor"" ""Parnell"" GP NZ; ""Parnell Family Doctor"" ""41 Birdwood Crescent, Parnell, Auckland 1052""; ""(09) 377 3362"" ""Parnell Family Doctor""; site:healthpoint.co.nz ""Parnell Family Doctor"" ""Parnell""; site:health.govt.nz ""Parnell Family Doctor"" ""Parnell""; ""Parnell Family Doctor"" ""Parnell"" ""medical centre"" NZ"
"gp-corroborate:gp-parnell-medical-centre-36-8523-174-7861","gp-parnell-medical-centre-36-8523-174-7861","Parnell Medical Centre","medium","Auckland","Parnell","82B Gladstone Rd, Parnell, Auckland 1052","(09) 377 4427","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Parnell Medical Centre"" ""Parnell"" GP NZ; ""Parnell Medical Centre"" ""82B Gladstone Rd, Parnell, Auckland 1052""; ""(09) 377 4427"" ""Parnell Medical Centre""; site:healthpoint.co.nz ""Parnell Medical Centre"" ""Parnell""; site:health.govt.nz ""Parnell Medical Centre"" ""Parnell""; ""Parnell Medical Centre"" ""Parnell"" ""medical centre"" NZ"
"gp-corroborate:gp-penrose-clinic-36-9103-174-8170","gp-penrose-clinic-36-9103-174-8170","Penrose Clinic","medium","Auckland","Penrose","766 Great South Road, Penrose, Auckland 1061","(09) 579 4784","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Penrose Clinic"" ""Penrose"" GP NZ; ""Penrose Clinic"" ""766 Great South Road, Penrose, Auckland 1061""; ""(09) 579 4784"" ""Penrose Clinic""; site:healthpoint.co.nz ""Penrose Clinic"" ""Penrose""; site:health.govt.nz ""Penrose Clinic"" ""Penrose""; ""Penrose Clinic"" ""Penrose"" ""medical centre"" NZ"
"gp-corroborate:gp-p-keno-family-health-37-2474-175-0240","gp-p-keno-family-health-37-2474-175-0240","Pōkeno Family Health","medium","Auckland","Pōkeno","31 Great South Road, Pōkeno 2471","(09) 558 1294","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Pōkeno Family Health"" ""Pōkeno"" GP NZ; ""Pōkeno Family Health"" ""31 Great South Road, Pōkeno 2471""; ""(09) 558 1294"" ""Pōkeno Family Health""; site:healthpoint.co.nz ""Pōkeno Family Health"" ""Pōkeno""; site:health.govt.nz ""Pōkeno Family Health"" ""Pōkeno""; ""Pōkeno Family Health"" ""Pōkeno"" ""medical centre"" NZ"
"gp-corroborate:gp-all-care-family-medical-centre-ponsonby-36-8518-174-7452","gp-all-care-family-medical-centre-ponsonby-36-8518-174-7452","All Care Family Medical Centre - Ponsonby","medium","Auckland","Ponsonby","215 Ponsonby Road, Ponsonby, Auckland 1011","(09) 376 5580","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""All Care Family Medical Centre - Ponsonby"" ""Ponsonby"" GP NZ; ""All Care Family Medical Centre - Ponsonby"" ""215 Ponsonby Road, Ponsonby, Auckland 1011""; ""(09) 376 5580"" ""All Care Family Medical Centre - Ponsonby""; site:healthpoint.co.nz ""All Care Family Medical Centre - Ponsonby"" ""Ponsonby""; site:health.govt.nz ""All Care Family Medical Centre - Ponsonby"" ""Ponsonby""; ""All Care Family Medical Centre - Ponsonby"" ""Ponsonby"" ""medical centre"" NZ"
"gp-corroborate:gp-doctors-on-jervois-36-8459-174-7414","gp-doctors-on-jervois-36-8459-174-7414","Doctors on Jervois","medium","Auckland","Ponsonby","80 Jervois Road, Ponsonby, Auckland 1011","(09) 376 4920","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Doctors on Jervois"" ""Ponsonby"" GP NZ; ""Doctors on Jervois"" ""80 Jervois Road, Ponsonby, Auckland 1011""; ""(09) 376 4920"" ""Doctors on Jervois""; site:healthpoint.co.nz ""Doctors on Jervois"" ""Ponsonby""; site:health.govt.nz ""Doctors on Jervois"" ""Ponsonby""; ""Doctors on Jervois"" ""Ponsonby"" ""medical centre"" NZ"
"gp-corroborate:gp-dr-zhuang-wah-surgery-36-8483-174-7443","gp-dr-zhuang-wah-surgery-36-8483-174-7443","Dr Zhuang & Wah Surgery","medium","Auckland","Ponsonby","Three lamps Plaza, 5/283 Ponsonby Rd, Ponsonby, Auckland 1011","(09) 376 2760","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Dr Zhuang & Wah Surgery"" ""Ponsonby"" GP NZ; ""Dr Zhuang & Wah Surgery"" ""Three lamps Plaza, 5/283 Ponsonby Rd, Ponsonby, Auckland 1011""; ""(09) 376 2760"" ""Dr Zhuang & Wah Surgery""; site:healthpoint.co.nz ""Dr Zhuang & Wah Surgery"" ""Ponsonby""; site:health.govt.nz ""Dr Zhuang & Wah Surgery"" ""Ponsonby""; ""Dr Zhuang & Wah Surgery"" ""Ponsonby"" ""medical centre"" NZ"
"gp-corroborate:gp-pukekohe-family-doctors-gp-37-2078-174-9083","gp-pukekohe-family-doctors-gp-37-2078-174-9083","Pukekohe Family Doctors - GP","medium","Auckland","Pukekohe","12 Glasgow Road, Pukekohe, Auckland 2120","(09) 238 6696","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Pukekohe Family Doctors - GP"" ""Pukekohe"" GP NZ; ""Pukekohe Family Doctors - GP"" ""12 Glasgow Road, Pukekohe, Auckland 2120""; ""(09) 238 6696"" ""Pukekohe Family Doctors - GP""; site:healthpoint.co.nz ""Pukekohe Family Doctors - GP"" ""Pukekohe""; site:health.govt.nz ""Pukekohe Family Doctors - GP"" ""Pukekohe""; ""Pukekohe Family Doctors - GP"" ""Pukekohe"" ""medical centre"" NZ"
"gp-corroborate:gp-168-medical-centre-36-8780-174-7410","gp-168-medical-centre-36-8780-174-7410","168 ○ Medical Centre","medium","Auckland","Sandringham","170 Sandringham Road, Sandringham, Auckland 1025","(09) 846 7311","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""168 ○ Medical Centre"" ""Sandringham"" GP NZ; ""168 ○ Medical Centre"" ""170 Sandringham Road, Sandringham, Auckland 1025""; ""(09) 846 7311"" ""168 ○ Medical Centre""; site:healthpoint.co.nz ""168 ○ Medical Centre"" ""Sandringham""; site:health.govt.nz ""168 ○ Medical Centre"" ""Sandringham""; ""168 ○ Medical Centre"" ""Sandringham"" ""medical centre"" NZ"
"gp-corroborate:gp-alberton-medical-practice-36-8959-174-7319","gp-alberton-medical-practice-36-8959-174-7319","Alberton Medical Practice","medium","Auckland","Sandringham","230 Mount Albert Road, Sandringham, Auckland 1025","(09) 629 2088","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Alberton Medical Practice"" ""Sandringham"" GP NZ; ""Alberton Medical Practice"" ""230 Mount Albert Road, Sandringham, Auckland 1025""; ""(09) 629 2088"" ""Alberton Medical Practice""; site:healthpoint.co.nz ""Alberton Medical Practice"" ""Sandringham""; site:health.govt.nz ""Alberton Medical Practice"" ""Sandringham""; ""Alberton Medical Practice"" ""Sandringham"" ""medical centre"" NZ"
"gp-corroborate:gp-byron-medical-36-7906-174-7726","gp-byron-medical-36-7906-174-7726","Byron Medical","medium","Auckland","Takapuna","2 Byron Avenue, Takapuna, Auckland 0622","(09) 486 2122","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Byron Medical"" ""Takapuna"" GP NZ; ""Byron Medical"" ""2 Byron Avenue, Takapuna, Auckland 0622""; ""(09) 486 2122"" ""Byron Medical""; site:healthpoint.co.nz ""Byron Medical"" ""Takapuna""; site:health.govt.nz ""Byron Medical"" ""Takapuna""; ""Byron Medical"" ""Takapuna"" ""medical centre"" NZ"
"gp-corroborate:gp-teo-medical-care-36-8624-174-6488","gp-teo-medical-care-36-8624-174-6488","Teo Medical Care","medium","Auckland","Te Atatū South","296 Te Atatū Road, Te Atatū South, Auckland 0610","(09) 834 7670","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Teo Medical Care"" ""Te Atatū South"" GP NZ; ""Teo Medical Care"" ""296 Te Atatū Road, Te Atatū South, Auckland 0610""; ""(09) 834 7670"" ""Teo Medical Care""; site:healthpoint.co.nz ""Teo Medical Care"" ""Te Atatū South""; site:health.govt.nz ""Teo Medical Care"" ""Te Atatū South""; ""Teo Medical Care"" ""Te Atatū South"" ""medical centre"" NZ"
"gp-corroborate:gp-waiake-medical-centre-36-7084-174-7477","gp-waiake-medical-centre-36-7084-174-7477","Waiake Medical Centre","medium","Auckland","Waiake","1 Hebron Road, Waiake, Auckland 0630","(09) 478 7660","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Waiake Medical Centre"" ""Waiake"" GP NZ; ""Waiake Medical Centre"" ""1 Hebron Road, Waiake, Auckland 0630""; ""(09) 478 7660"" ""Waiake Medical Centre""; site:healthpoint.co.nz ""Waiake Medical Centre"" ""Waiake""; site:health.govt.nz ""Waiake Medical Centre"" ""Waiake""; ""Waiake Medical Centre"" ""Waiake"" ""medical centre"" NZ"
"gp-corroborate:gp-coast-to-coast-health-care-36-4116-174-6549","gp-coast-to-coast-health-care-36-4116-174-6549","Coast To Coast Health Care","medium","Auckland","Warkworth","77 Morrison Drive, Warkworth, Auckland 0910","(09) 425 8585","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Coast To Coast Health Care"" ""Warkworth"" GP NZ; ""Coast To Coast Health Care"" ""77 Morrison Drive, Warkworth, Auckland 0910""; ""(09) 425 8585"" ""Coast To Coast Health Care""; site:healthpoint.co.nz ""Coast To Coast Health Care"" ""Warkworth""; site:health.govt.nz ""Coast To Coast Health Care"" ""Warkworth""; ""Coast To Coast Health Care"" ""Warkworth"" ""medical centre"" NZ"
"gp-corroborate:gp-pasefika-family-health-group-weymouth-medical-centre-37-0430-174-8656","gp-pasefika-family-health-group-weymouth-medical-centre-37-0430-174-8656","Pasefika Family Health Group - Weymouth Medical Centre","medium","Auckland","Weymouth","5 Waimahia Avenue, Weymouth, Auckland 2103","(09) 528 9800","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Pasefika Family Health Group - Weymouth Medical Centre"" ""Weymouth"" GP NZ; ""Pasefika Family Health Group - Weymouth Medical Centre"" ""5 Waimahia Avenue, Weymouth, Auckland 2103""; ""(09) 528 9800"" ""Pasefika Family Health Group - Weymouth Medical Centre""; site:healthpoint.co.nz ""Pasefika Family Health Group - Weymouth Medical Centre"" ""Weymouth""; site:health.govt.nz ""Pasefika Family Health Group - Weymouth Medical Centre"" ""Weymouth""; ""Pasefika Family Health Group - Weymouth Medical Centre"" ""Weymouth"" ""medical centre"" NZ"
"gp-corroborate:gp-wiri-family-doctors-37-0009-174-8893","gp-wiri-family-doctors-37-0009-174-8893","Wiri Family Doctors","medium","Auckland","Wiri","10/792 Great South Road, Wiri, Auckland 2104","(09) 263 6622","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Wiri Family Doctors"" ""Wiri"" GP NZ; ""Wiri Family Doctors"" ""10/792 Great South Road, Wiri, Auckland 2104""; ""(09) 263 6622"" ""Wiri Family Doctors""; site:healthpoint.co.nz ""Wiri Family Doctors"" ""Wiri""; site:health.govt.nz ""Wiri Family Doctors"" ""Wiri""; ""Wiri Family Doctors"" ""Wiri"" ""medical centre"" NZ"
"gp-corroborate:gp-te-korowai-hauora-o-hauraki-paeroa-37-3817-175-6707","gp-te-korowai-hauora-o-hauraki-paeroa-37-3817-175-6707","Te Korowai Hauora o Hauraki - Paeroa","medium","Bay of Plenty","Paeroa","15 Princes Street, Paeroa, Waikato 3600","(07) 862 9284","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Te Korowai Hauora o Hauraki - Paeroa"" ""Paeroa"" GP NZ; ""Te Korowai Hauora o Hauraki - Paeroa"" ""15 Princes Street, Paeroa, Waikato 3600""; ""(07) 862 9284"" ""Te Korowai Hauora o Hauraki - Paeroa""; site:healthpoint.co.nz ""Te Korowai Hauora o Hauraki - Paeroa"" ""Paeroa""; site:health.govt.nz ""Te Korowai Hauora o Hauraki - Paeroa"" ""Paeroa""; ""Te Korowai Hauora o Hauraki - Paeroa"" ""Paeroa"" ""medical centre"" NZ"
"gp-corroborate:gp-te-whare-hauora-o-raungaiti-37-7387-175-7379","gp-te-whare-hauora-o-raungaiti-37-7387-175-7379","Te Whare Hauora o Raungaiti","medium","Bay of Plenty","Waharoa","6427 State Highway 27, Waharoa, Waikato 3474","(07) 888 3921","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Te Whare Hauora o Raungaiti"" ""Waharoa"" GP NZ; ""Te Whare Hauora o Raungaiti"" ""6427 State Highway 27, Waharoa, Waikato 3474""; ""(07) 888 3921"" ""Te Whare Hauora o Raungaiti""; site:healthpoint.co.nz ""Te Whare Hauora o Raungaiti"" ""Waharoa""; site:health.govt.nz ""Te Whare Hauora o Raungaiti"" ""Waharoa""; ""Te Whare Hauora o Raungaiti"" ""Waharoa"" ""medical centre"" NZ"
"gp-corroborate:gp-avonhead-surgery-43-5130-172-5553","gp-avonhead-surgery-43-5130-172-5553","Avonhead Surgery","medium","Canterbury","Christchurch","182 Withells Rd, Avonhead, Christchurch 8042","03 358 3300","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Avonhead Surgery"" ""Christchurch"" GP NZ; ""Avonhead Surgery"" ""182 Withells Rd, Avonhead, Christchurch 8042""; ""03 358 3300"" ""Avonhead Surgery""; site:healthpoint.co.nz ""Avonhead Surgery"" ""Christchurch""; site:health.govt.nz ""Avonhead Surgery"" ""Christchurch""; ""Avonhead Surgery"" ""Christchurch"" ""medical centre"" NZ"
"gp-corroborate:gp-qe2-medical-centre-43-4950-172-7112","gp-qe2-medical-centre-43-4950-172-7112","QE2 Medical Centre","medium","Canterbury","Christchurch","204 Bower Avenue, North New Brighton, Christchurch 8083","(03) 388 9120","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""QE2 Medical Centre"" ""Christchurch"" GP NZ; ""QE2 Medical Centre"" ""204 Bower Avenue, North New Brighton, Christchurch 8083""; ""(03) 388 9120"" ""QE2 Medical Centre""; site:healthpoint.co.nz ""QE2 Medical Centre"" ""Christchurch""; site:health.govt.nz ""QE2 Medical Centre"" ""Christchurch""; ""QE2 Medical Centre"" ""Christchurch"" ""medical centre"" NZ"
"gp-corroborate:gp-rangiora-medical-good-street-43-3021-172-5938","gp-rangiora-medical-good-street-43-3021-172-5938","Rangiora Medical - Good Street","medium","Canterbury","Rangiora","17 Good Street, Rangiora, Canterbury 7400","(03) 313 8262","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Rangiora Medical - Good Street"" ""Rangiora"" GP NZ; ""Rangiora Medical - Good Street"" ""17 Good Street, Rangiora, Canterbury 7400""; ""(03) 313 8262"" ""Rangiora Medical - Good Street""; site:healthpoint.co.nz ""Rangiora Medical - Good Street"" ""Rangiora""; site:health.govt.nz ""Rangiora Medical - Good Street"" ""Rangiora""; ""Rangiora Medical - Good Street"" ""Rangiora"" ""medical centre"" NZ"
"gp-corroborate:gp-te-waiora-community-health-services-40-3700-175-2349","gp-te-waiora-community-health-services-40-3700-175-2349","Te Waiora Community Health Services","medium","Manawatu-Whanganui","Himatangi Beach","6 Koputara Road, Himatangi Beach 4891","06 363 6030","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Te Waiora Community Health Services"" ""Himatangi Beach"" GP NZ; ""Te Waiora Community Health Services"" ""6 Koputara Road, Himatangi Beach 4891""; ""06 363 6030"" ""Te Waiora Community Health Services""; site:healthpoint.co.nz ""Te Waiora Community Health Services"" ""Himatangi Beach""; site:health.govt.nz ""Te Waiora Community Health Services"" ""Himatangi Beach""; ""Te Waiora Community Health Services"" ""Himatangi Beach"" ""medical centre"" NZ"
"gp-corroborate:gp-horowhenua-community-practice-40-6287-175-2838","gp-horowhenua-community-practice-40-6287-175-2838","Horowhenua Community Practice","medium","Manawatu-Whanganui","Levin","20 Power Street, Levin","(06) 368 8065","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Horowhenua Community Practice"" ""Levin"" GP NZ; ""Horowhenua Community Practice"" ""20 Power Street, Levin""; ""(06) 368 8065"" ""Horowhenua Community Practice""; site:healthpoint.co.nz ""Horowhenua Community Practice"" ""Levin""; site:health.govt.nz ""Horowhenua Community Practice"" ""Levin""; ""Horowhenua Community Practice"" ""Levin"" ""medical centre"" NZ"
"gp-corroborate:gp-broadway-medical-chambers-40-3479-175-6257","gp-broadway-medical-chambers-40-3479-175-6257","Broadway Medical Chambers","medium","Manawatu-Whanganui","Manawatu-Wanganui","321 Broadway Avenue, Palmerston North, Manawatu-Wanganui 4414","(06) 358 9484","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Broadway Medical Chambers"" ""Manawatu-Wanganui"" GP NZ; ""Broadway Medical Chambers"" ""321 Broadway Avenue, Palmerston North, Manawatu-Wanganui 4414""; ""(06) 358 9484"" ""Broadway Medical Chambers""; site:healthpoint.co.nz ""Broadway Medical Chambers"" ""Manawatu-Wanganui""; site:health.govt.nz ""Broadway Medical Chambers"" ""Manawatu-Wanganui""; ""Broadway Medical Chambers"" ""Manawatu-Wanganui"" ""medical centre"" NZ"
"gp-corroborate:gp-bulls-medical-centre-40-1739-175-3862","gp-bulls-medical-centre-40-1739-175-3862","Bulls Medical Centre","medium","Manawatu-Whanganui","Manawatu-Wanganui","71 High Street, Bulls, Manawatu-Wanganui 4818","(06) 322 1222","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Bulls Medical Centre"" ""Manawatu-Wanganui"" GP NZ; ""Bulls Medical Centre"" ""71 High Street, Bulls, Manawatu-Wanganui 4818""; ""(06) 322 1222"" ""Bulls Medical Centre""; site:healthpoint.co.nz ""Bulls Medical Centre"" ""Manawatu-Wanganui""; site:health.govt.nz ""Bulls Medical Centre"" ""Manawatu-Wanganui""; ""Bulls Medical Centre"" ""Manawatu-Wanganui"" ""medical centre"" NZ"
"gp-corroborate:gp-gilmore-family-medical-40-3626-175-6188","gp-gilmore-family-medical-40-3626-175-6188","Gilmore Family Medical","medium","Manawatu-Whanganui","Manawatu-Wanganui","19 Union Street, Hokowhitu, Palmerston North, Manawatu-Wanganui 4410","(06) 356 5099","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Gilmore Family Medical"" ""Manawatu-Wanganui"" GP NZ; ""Gilmore Family Medical"" ""19 Union Street, Hokowhitu, Palmerston North, Manawatu-Wanganui 4410""; ""(06) 356 5099"" ""Gilmore Family Medical""; site:healthpoint.co.nz ""Gilmore Family Medical"" ""Manawatu-Wanganui""; site:health.govt.nz ""Gilmore Family Medical"" ""Manawatu-Wanganui""; ""Gilmore Family Medical"" ""Manawatu-Wanganui"" ""medical centre"" NZ"
"gp-corroborate:gp-horowhenua-community-practice-40-6200-175-2862","gp-horowhenua-community-practice-40-6200-175-2862","Horowhenua Community Practice","medium","Manawatu-Whanganui","Manawatu-Wanganui","13 Bristol Street, Levin, Manawatu-Wanganui 5510","(06) 368 8065","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Horowhenua Community Practice"" ""Manawatu-Wanganui"" GP NZ; ""Horowhenua Community Practice"" ""13 Bristol Street, Levin, Manawatu-Wanganui 5510""; ""(06) 368 8065"" ""Horowhenua Community Practice""; site:healthpoint.co.nz ""Horowhenua Community Practice"" ""Manawatu-Wanganui""; site:health.govt.nz ""Horowhenua Community Practice"" ""Manawatu-Wanganui""; ""Horowhenua Community Practice"" ""Manawatu-Wanganui"" ""medical centre"" NZ"
"gp-corroborate:gp-tararua-medical-centre-40-6235-175-2905","gp-tararua-medical-centre-40-6235-175-2905","Tararua Medical Centre","medium","Manawatu-Whanganui","Manawatu-Wanganui","538 Queen Street, Levin, Manawatu-Wanganui 5510","(06) 368 0950","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Tararua Medical Centre"" ""Manawatu-Wanganui"" GP NZ; ""Tararua Medical Centre"" ""538 Queen Street, Levin, Manawatu-Wanganui 5510""; ""(06) 368 0950"" ""Tararua Medical Centre""; site:healthpoint.co.nz ""Tararua Medical Centre"" ""Manawatu-Wanganui""; site:health.govt.nz ""Tararua Medical Centre"" ""Manawatu-Wanganui""; ""Tararua Medical Centre"" ""Manawatu-Wanganui"" ""medical centre"" NZ"
"gp-corroborate:gp-te-waiora-community-health-services-40-4677-175-2802","gp-te-waiora-community-health-services-40-4677-175-2802","Te Waiora Community Health Services","medium","Manawatu-Whanganui","Manawatu-Wanganui","10 Ladys Mile, Foxton, Manawatu-Wanganui 4814","(06) 363 6030","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Te Waiora Community Health Services"" ""Manawatu-Wanganui"" GP NZ; ""Te Waiora Community Health Services"" ""10 Ladys Mile, Foxton, Manawatu-Wanganui 4814""; ""(06) 363 6030"" ""Te Waiora Community Health Services""; site:healthpoint.co.nz ""Te Waiora Community Health Services"" ""Manawatu-Wanganui""; site:health.govt.nz ""Te Waiora Community Health Services"" ""Manawatu-Wanganui""; ""Te Waiora Community Health Services"" ""Manawatu-Wanganui"" ""medical centre"" NZ"
"gp-corroborate:gp-te-waiora-community-health-services-40-5468-175-4120","gp-te-waiora-community-health-services-40-5468-175-4120","Te Waiora Community Health Services","medium","Manawatu-Whanganui","Shannon","2 Stout Street, Shannon 4821","(06) 363 6030","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Te Waiora Community Health Services"" ""Shannon"" GP NZ; ""Te Waiora Community Health Services"" ""2 Stout Street, Shannon 4821""; ""(06) 363 6030"" ""Te Waiora Community Health Services""; site:healthpoint.co.nz ""Te Waiora Community Health Services"" ""Shannon""; site:health.govt.nz ""Te Waiora Community Health Services"" ""Shannon""; ""Te Waiora Community Health Services"" ""Shannon"" ""medical centre"" NZ"
"gp-corroborate:gp-dr-shorts-surgery-dannevirke-40-2036-176-0966","gp-dr-shorts-surgery-dannevirke-40-2036-176-0966","Dr Shorts Surgery Dannevirke","medium","Manawatu-Whanganui","Tararua","33 Victoria Avenue, Dannevirke, Tararua","(06) 374 8892","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Dr Shorts Surgery Dannevirke"" ""Tararua"" GP NZ; ""Dr Shorts Surgery Dannevirke"" ""33 Victoria Avenue, Dannevirke, Tararua""; ""(06) 374 8892"" ""Dr Shorts Surgery Dannevirke""; site:healthpoint.co.nz ""Dr Shorts Surgery Dannevirke"" ""Tararua""; site:health.govt.nz ""Dr Shorts Surgery Dannevirke"" ""Tararua""; ""Dr Shorts Surgery Dannevirke"" ""Tararua"" ""medical centre"" NZ"
"gp-corroborate:gp-florence-medical-centre-41-3415-173-1893","gp-florence-medical-centre-41-3415-173-1893","Florence Medical Centre","medium","Nelson Marlborough Tasman","Tasman","13 Salisbury Road, Richmond, Tasman 7020","(03) 544 8080","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Florence Medical Centre"" ""Tasman"" GP NZ; ""Florence Medical Centre"" ""13 Salisbury Road, Richmond, Tasman 7020""; ""(03) 544 8080"" ""Florence Medical Centre""; site:healthpoint.co.nz ""Florence Medical Centre"" ""Tasman""; site:health.govt.nz ""Florence Medical Centre"" ""Tasman""; ""Florence Medical Centre"" ""Tasman"" ""medical centre"" NZ"
