reviewId,reviewCategory,providerId,name,clinicianName,practiceName,type,region,city,address,lat,lon,phone,text,email,website,bookingUrl,source,sourceQuality,confidence,needsManualVerification,verified,lastVerified,availabilityStatus,availabilityCheckedAt,availabilityEvidence,availabilitySource,availabilityNeedsManualReview,requiresReferral,referralType,referralSourceUrl,referralSourceExcerpt,referralConfidence,referralLastChecked,referralNeedsManualReview,tags,needScope,baselineScope,baselineScopeSource,baselineScopeNote,advertisedSpecialties,advertisedSpecialtyEvidence,specialtyTagsSource,specialties,services,patientGroups,ageGroups,onlineAvailable,phoneSupport,inPerson,crisisOnly,auditSeverity,auditRules,auditIssues,suggestedFixes,reviewPriority,priorityScore,reviewReasons,sourceUrls,sourceEvidenceSummary,publicCardPreviewText,reviewDecision,correctedFields,reviewer,reviewedDate,reviewNotes
provider:gp-ngunguru-medical-centre-35-6269-174-5097,GP source corroboration,gp-ngunguru-medical-centre-35-6269-174-5097,Ngunguru Medical Centre,,,gp,Northland,Ngunguru,"2 Shoebridge Crescent, Ngunguru, Northland 0173",-35.6268568,174.5096694,(09) 434 3732,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Ngunguru Medical Centre"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Ngunguru Medical Centre Northland / Ngunguru General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (09) 434 3732 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. DoctorPricer reports an adult GP fee around $52; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-paihia-medical-services-35-2812-174-0915,GP source corroboration,gp-paihia-medical-services-35-2812-174-0915,Paihia Medical Services,,,gp,Northland,Paihia,"Level 1, 76 Marsden Road, Paihia, Northland 0252",-35.2811734,174.091545,(09) 402 8407,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; not-enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Paihia Medical Services"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Paihia Medical Services Northland / Paihia General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (09) 402 8407 to ask about a GP or nurse appointment. If you are not enrolled there, ask whether enrolments have reopened or whether they can suggest the nearest practice taking new patients. DoctorPricer reports an adult GP fee around $30; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-rata-family-health-dr-mathieson-35-7230-174-3169,GP source corroboration,gp-rata-family-health-dr-mathieson-35-7230-174-3169,Rata Family Health - Dr Mathieson,,,gp,Northland,Whangārei,"17 Rust Avenue, Whangārei, Northland 0110",-35.72300099999999,174.31691279999995,(09) 438 4181,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Rata Family Health"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Rata Family Health - Dr Mathieson Northland / Whangārei General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (09) 438 4181 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. DoctorPricer reports an adult GP fee around $30.5; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-russell-medical-services-35-2611-174-1230,GP source corroboration,gp-russell-medical-services-35-2611-174-1230,Russell Medical Services,,,gp,Northland,Russell,"16-18 Church Street, Russell, Northland 0202",-35.2610563,174.122974,(09) 403 7690,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; not-enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Russell Medical Services"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Russell Medical Services Northland / Russell General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (09) 403 7690 to ask about a GP or nurse appointment. If you are not enrolled there, ask whether enrolments have reopened or whether they can suggest the nearest practice taking new patients. DoctorPricer reports an adult GP fee around $30.5; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-te-aroha-noa-medical-centre-35-7235-174-3197,GP source corroboration,gp-te-aroha-noa-medical-centre-35-7235-174-3197,Te Aroha Noa Medical Centre,,,gp,Northland,Whangārei,"73a Bank Street, Whangārei, Northland 0110",-35.7234855,174.31967940000004,(09) 438 9777,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; not-enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Te Aroha Noa Medical Centre"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Te Aroha Noa Medical Centre Northland / Whangārei General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (09) 438 9777 to ask about a GP or nurse appointment. If you are not enrolled there, ask whether enrolments have reopened or whether they can suggest the nearest practice taking new patients. DoctorPricer reports an adult GP fee around $29.5; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-the-doctors-tikipunga-35-6835-174-3230,GP source corroboration,gp-the-doctors-tikipunga-35-6835-174-3230,The Doctors Tikipunga,,,gp,Northland,Whangārei,"53 Paramount Parade, Tikipunga, Whangārei, Northland 0112",-35.68353280000001,174.3230339,(09) 435 2528,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""The Doctors Tikipunga"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","The Doctors Tikipunga Northland / Whangārei General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (09) 435 2528 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. DoctorPricer reports an adult GP fee around $30.5; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-albany-street-medical-centre-dunedin-45-8661-170-5089,GP source corroboration,gp-albany-street-medical-centre-dunedin-45-8661-170-5089,Albany Street Medical Centre (Dunedin),,,gp,Otago,Dunedin,"29 Albany Street, North Dunedin, Dunedin, Otago 9016",-45.8660991,170.50886919999994,(03) 477 8812,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; not-enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Albany Street Medical Centre (Dunedin)"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Albany Street Medical Centre (Dunedin) Otago / Dunedin General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 477 8812 to ask about a GP or nurse appointment. If you are not enrolled there, ask whether enrolments have reopened or whether they can suggest the nearest practice taking new patients. DoctorPricer reports an adult GP fee around $67; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-gordon-road-medical-centre-45-8748-170-3472,GP source corroboration,gp-gordon-road-medical-centre-45-8748-170-3472,Gordon Road Medical Centre,,,gp,Otago,Mosgiel,"4 Glasgow Street, Mosgiel, Otago 9024",-45.8747718,170.3472442,(03) 489 8881,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Gordon Road Medical Centre"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Gordon Road Medical Centre Otago / Mosgiel General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 489 8881 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. DoctorPricer reports an adult GP fee around $65; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-green-island-family-healthcare-45-9028-170-4301,GP source corroboration,gp-green-island-family-healthcare-45-9028-170-4301,Green Island Family Healthcare,,,gp,Otago,Dunedin,"20 Shand Street, Green Island, Dunedin, Otago 9018",-45.9028277,170.4301302,(03) 488 2222,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; not-enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Green Island Family Healthcare"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Green Island Family Healthcare Otago / Dunedin General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 488 2222 to ask about a GP or nurse appointment. If you are not enrolled there, ask whether enrolments have reopened or whether they can suggest the nearest practice taking new patients. DoctorPricer reports an adult GP fee around $65; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-helensburgh-medical-centre-45-8534-170-4836,GP source corroboration,gp-helensburgh-medical-centre-45-8534-170-4836,Helensburgh Medical Centre,,,gp,Otago,Dunedin,"231 Helensburgh Road, Helensburgh, Dunedin 9010",-45.8533778,170.4835649,(03) 476 4565,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; not-enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Helensburgh Medical Centre"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Helensburgh Medical Centre Otago / Dunedin General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 476 4565 to ask about a GP or nurse appointment. If you are not enrolled there, ask whether enrolments have reopened or whether they can suggest the nearest practice taking new patients. DoctorPricer reports an adult GP fee around $65; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-otago-peninsula-medical-centre-45-8409-170-6534,GP source corroboration,gp-otago-peninsula-medical-centre-45-8409-170-6534,Otago Peninsula Medical Centre,,,gp,Otago,Dunedin,"12 Allans Beach Road, Portobello, Dunedin 9014",-45.8408916,170.6534223,(03) 478 0880,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Otago Peninsula Medical Centre"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Otago Peninsula Medical Centre Otago / Dunedin General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 478 0880 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. DoctorPricer reports an adult GP fee around $60; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-outram-medical-centre-45-8604-170-2289,GP source corroboration,gp-outram-medical-centre-45-8604-170-2289,Outram Medical Centre,,,gp,Otago,Outram,"10 Beaumaris Street, Outram, Otago 9019",-45.8603836,170.22889580000003,(03) 486 2150,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Outram Medical Centre"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Outram Medical Centre Otago / Outram General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 486 2150 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. DoctorPricer reports an adult GP fee around $57; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-portsea-medical-practice-45-8820-170-4928,GP source corroboration,gp-portsea-medical-practice-45-8820-170-4928,Portsea Medical Practice,,,gp,Otago,Dunedin,"127B Stafford Street, Dunedin Central, Dunedin, Otago 9016",-45.8820073,170.4927871,(03) 742 2162,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; not-enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Portsea Medical Practice"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Portsea Medical Practice Otago / Dunedin General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 742 2162 to ask about a GP or nurse appointment. If you are not enrolled there, ask whether enrolments have reopened or whether they can suggest the nearest practice taking new patients. DoctorPricer reports an adult GP fee around $55; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-waverley-health-45-8856-170-5281,GP source corroboration,gp-waverley-health-45-8856-170-5281,Waverley Health,,,gp,Otago,Dunedin,"97 Larnach Road, Vauxhall, Dunedin, Otago 9013",-45.88560220000001,170.52808519999996,(03) 454 3001,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Waverley Health"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Waverley Health Otago / Dunedin General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 454 3001 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. DoctorPricer reports an adult GP fee around $67; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-lakeview-clinic-38-1425-176-2528,GP source corroboration,gp-lakeview-clinic-38-1425-176-2528,Lakeview Clinic,,,gp,Rotorua and Taupo,Rotorua,"8 Victoria Street, Rotorua 3010",-38.1425439,176.25277440000002,(07) 348 9119,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Lakeview Clinic"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Lakeview Clinic Rotorua and Taupo / Rotorua General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (07) 348 9119 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. Fees vary by practice. Ask about enrolled-patient fees, Community Services Card rates, low-cost access, and funded mental health support. Availability: not_published",,{},,,
provider:gp-western-heights-health-centre-38-1288-176-2199,GP source corroboration,gp-western-heights-health-centre-38-1288-176-2199,Western Heights Health Centre,,,gp,Rotorua and Taupo,Rotorua,"1 Brookland Road, Western Heights, Rotorua, Bay Of Plenty 3015",-38.1287908,176.21994410000002,(07) 347 0565,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Western Heights Health Centre"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Western Heights Health Centre Rotorua and Taupo / Rotorua General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (07) 347 0565 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. DoctorPricer reports an adult GP fee around $30.5; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-hirsch-ford-medical-44-3949-171-2480,GP source corroboration,gp-hirsch-ford-medical-44-3949-171-2480,Hirsch-Ford Medical,,,gp,South Canterbury,Timaru,"10 Elizabeth Street, Timaru Central, Timaru, Canterbury 7910",-44.39494639999999,171.24802450000004,(03) 684 5154,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; not-enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Hirsch-Ford Medical"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Hirsch-Ford Medical South Canterbury / Timaru General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 684 5154 to ask about a GP or nurse appointment. If you are not enrolled there, ask whether enrolments have reopened or whether they can suggest the nearest practice taking new patients. DoctorPricer reports an adult GP fee around $47; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-temuka-family-practice-44-2416-171-2772,GP source corroboration,gp-temuka-family-practice-44-2416-171-2772,Temuka Family Practice,,,gp,South Canterbury,Temuka,"178 King Street, Andrewville, Temuka, Canterbury 7920",-44.241578,171.2772167,(03) 615 9920,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Temuka Family Practice"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Temuka Family Practice South Canterbury / Temuka General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 615 9920 and ask whether they are enrolling new patients, what the first appointment costs, and whether a GP or nurse can help with mental health or medication support. DoctorPricer reports an adult GP fee around $65; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
provider:gp-bluff-medical-centre-46-6043-168-3503,GP source corroboration,gp-bluff-medical-centre-46-6043-168-3503,Bluff Medical Centre,,,gp,Southland,Bluff,"2 Tone Street, Bluff, Southland 9814",-46.6042543,168.3503409,(03) 212 7337,,,,,https://doctorpricer.co.nz/,third-party public GP listing,medium,true,2026-05,2026-05,not_published,2026-05,,https://doctorpricer.co.nz/,true,,,,,,,,gp; primary-care; mental-health; medication; depression; anxiety; work; cost; not-enrolling,,,,,,,,,,,,,,,,low,weak-gp-source,GP record uses a third-party or generic source and is missing either phone or website.,"Verify against a practice-owned page, Healthpoint, HPI/FHIR export, or PHO data when available.",low,310,low: weak-gp-source; provider details need manual verification; availability needs manual review,https://doctorpricer.co.nz/,"Source scan: clinician ""(none)"", practice ""Bluff Medical Centre"". | Signal: y drastically, so it uses pricing data from publicly available sources to help you make informed decisions. It is entirely independent, non-commercial, and DIY funded . If you'd li | source-fit audit: GP record uses a third-party or generic source and is missing either phone or website.","Bluff Medical Centre Southland / Bluff General practice team that can help with mental health first steps, medication discussion, medical certificates, referrals, and access to funded primary mental health support where available. Call (03) 212 7337 to ask about a GP or nurse appointment. If you are not enrolled there, ask whether enrolments have reopened or whether they can suggest the nearest practice taking new patients. DoctorPricer reports an adult GP fee around $30; fees can change, so ask about the current fee, Community Services Card rates, and funded mental health support. Availability: not_published",,{},,,
